,Client,Municipal Decision,Subject,Position,Narrative,office_name,official_name
2621,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR,
2622,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME,
2623,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING,
2624,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR,
2625,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST,
2626,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Office of the City Attorney - City Attorney,
2627,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Office of the City Attorney - City Attorney,
2628,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Andreas Cluver
2629,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Michael Colbruno
2630,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Ces Butner
2631,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Joan Story
2632,East Bay Alliance for a Sustainable Economy,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Policy development,Surplus Land Act Compliance in connection with development of Howard Terminal,Office of the City Attorney - City Attorney,
2633,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Support budgetary allocations for Oakland Housing Secure,"Council Member, District 2",Nikki Fortunato Bas
2634,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Budgetary allocation for Oakland Housing Secure,"Council Member, District 3",Carroll Fife
2635,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Oppose,Advocating against placement of just cause ordinance on the November 2022 Ballot.  Also advocated for exemption to just cause for ADUs.,"Council Member, District 1",Dan Kalb
2636,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Oppose,Advocating against placement of just cause ordinance on the November 2022 Ballot.  Also advocated for exemption to just cause for ADUs.,"Council Member, District 6",Loren Taylor
2637,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Oppose,Advocating against placement of just cause ordinance on the November 2022 Ballot.  Also advocated for exemption to just cause for ADUs.,"Council Member, District 7",Treva Reid
2638,Jason Bohn,Public Contract,Public Works,Support,City Council approval of waste management contract,Office of the Mayor - Special Assistant to the Mayor III,
2639,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,"Oppose redevelopment of Howard Terminal from industrial, maritime use.","Council Member, District 2",Nikki Fortunato Bas
2640,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,"Oppose redevelopment of Howard Terminal from industrial, maritime use.","Council Member, District 5",Noel Gallo
2641,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,"Oppose redevelopment of Howard Terminal from industrial, maritime use.","Council Member, District 1",Dan Kalb
2642,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,"Oppose redevelopment of Howard Terminal from industrial, maritime use.","Council Member, At-Large",Rebecca Kaplan
2643,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,"Oppose redevelopment of Howard Terminal from industrial, maritime use.","Council Member, District 3",Carroll Fife
2644,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - City Administrator,
2645,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Assistant City Administrator,
2646,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 2",Nikki Fortunato Bas
2647,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 5",Noel Gallo
2648,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 1",Dan Kalb
2649,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, At-Large",Rebecca Kaplan
2650,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 6",Loren Taylor
2651,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 4",Sheng Thao
2652,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 3",Carroll Fife
2653,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 7",Treva Reid
2654,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Mayor,Libby Schaaf
2655,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects,
